case_id,expected_mode,governor_predicted,difficulty,subcategory,num_constraints_fired,has_qualified_signal,has_abstain_signal,has_disputed_signal,has_any_denial,num_strong_denials,ie_fired,ie_signal,ie_max_similarity,ie_entity_match_found,ie_primary_match_found,ie_critical_match_found,ie_query_aspect,ie_summary_overlap,ie_has_matching_aspect,ie_has_conflicting_aspect,ie_detection_reason,ca_fired,ca_signal,ca_numerical_variance_detected,ca_pairs_checked,ca_first_evidence_char,ca_evidence_characters,ca_is_uncertainty_query,ca_relevance_filtered_count,caa_fired,caa_query_type,caa_has_causal_evidence,caa_has_predictive_evidence,sit_fired,sit_entity_mismatch,sit_info_type_requested,sit_has_specific_info,av_fired,av_jury_votes_no,av_strong_denial,query_word_count,query_has_comparison_words,query_question_type,num_chunks,num_unique_sources,mean_vector_score,max_vector_score,min_vector_score,std_vector_score,score_spread,vocab_overlap_ratio,max_pairwise_overlap,min_pairwise_overlap,chunk_length_cv,assertion_density,hedge_density,number_density,ctx_length_mean,ctx_length_std,ctx_total_chars,ctx_contradiction_count,ctx_negation_count,ctx_number_count,ctx_number_variance,ctx_max_pairwise_sim,ctx_mean_pairwise_sim,ctx_min_pairwise_sim,year_count,has_distinct_years,cross_chunk_num_conflicts,cross_chunk_max_divergence,has_cross_chunk_divergence,within_chunk_num_conflicts,within_chunk_max_divergence,has_within_chunk_divergence,numerical_richness_per_chunk,conflict_internality_ratio,chars_per_chunk,contradiction_per_char,conflict_to_number_ratio,opposing_conclusion_count,negation_per_char,short_ctx_with_overlap,query_subject_partial,entity_substantive_score,best_sentence_coverage,best_span_length,answer_span_coverage,detection_temporal,detection_comparison,detection_aggregation,detection_boost_recency,detection_boost_authority,detection_needs_rewriting
t1_abstain_hard_011,abstain,trustworthy,hard,wrong_specificity,0,False,False,False,False,0,False,none,0.7668444717875055,True,True,False,proof,False,True,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,8,False,what,3,1,0.5925642374042762,0.68167413941976,0.5212343842079761,0.06669495915541492,0.16043975521178389,0.6666666666666666,0.06666666666666667,0.0,0.3,0.0,0.0,3.0,68.33333333333333,4.9216076867444665,205,0.0,0.0,9.0,24.320987654320987,0.08191793726044096,0.02730597908681365,0.0,0,False,0,0.0,False,1,1.59172475738582,True,3.0,1.0,68.33333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,False,False,False,False,False,False
t1_abstain_hard_012,abstain,trustworthy,hard,decoy_keywords,0,False,False,False,False,0,False,none,0.6285039905086011,False,False,False,timeline,False,True,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,10,False,when_where,3,1,0.5638741527115333,0.6242289026609286,0.5149265289331346,0.04534566588067973,0.10930237372779394,0.4,0.05263157894736842,0.0,0.24052284646041733,0.0,0.0,0.0,76.66666666666667,12.684198393626966,230,0.0,0.0,0.0,0.0,0.06459949862885787,0.02153316620961929,0.0,0,False,0,0.0,False,0,0.0,False,0.0,0.0,76.66666666666667,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.2,0.0,0.0,True,False,False,False,False,False
t1_abstain_hard_013,abstain,trustworthy,hard,decoy_keywords,1,True,False,False,True,0,False,none,0.5462624408501694,True,True,False,application,False,True,True,none,False,none,False,3,assertive,assertive_vs_assertive,True,0,True,opinion,False,False,False,False,none,False,False,1,False,9,False,how,3,1,0.4689891291996251,0.48946761399903704,0.44401611026088983,0.018825699205463082,0.045451503738147214,0.2,0.1111111111111111,0.05555555555555555,0.09897433186107871,0.0,0.0,1.0,74.66666666666667,8.178562764256865,224,0.0,0.0,3.0,761370.8888888889,0.2893625725756494,0.1994234473836448,0.09686476397741288,1,False,0,0.0,False,0,0.0,False,1.0,0.0,74.66666666666667,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,False,False,False,False,False,False
t1_abstain_hard_014,abstain,trustworthy,hard,wrong_domain,0,False,False,False,False,0,False,none,0.7326083969631919,False,False,False,treatment,False,True,False,none,False,none,False,3,assertive,assertive_vs_hedged,False,0,False,none,False,False,False,False,none,False,False,0,False,8,False,what,3,1,0.6473988971732128,0.7603807913780438,0.49619637070504824,0.11118742308834005,0.2641844206729956,0.5,0.07142857142857142,0.0625,0.215344758565462,-1.0,0.034482758620689655,1.0,66.66666666666667,8.498365855987975,200,0.0,0.0,3.0,64.22222222222223,0.17157694992338973,0.09413343090636271,0.05285374667706544,0,False,0,0.0,False,0,0.0,False,1.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,3.0,0.5,False,False,False,False,False,False
t1_abstain_hard_015,abstain,trustworthy,hard,wrong_entity,0,False,False,False,False,0,False,none,0.7336803019128209,True,True,False,general,False,False,False,none,False,none,False,1,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,specification,True,False,0,False,10,False,what,2,1,0.7615943460689435,0.7656746718496925,0.7575140202881945,0.004080325780749017,0.008160651561498034,0.6,0.3939393939393939,0.3939393939393939,0.12856486930664499,0.0,0.0,2.0,187,20.0,374,0.0,0.0,4.0,19.802500000000002,0.5474210079675221,0.5474210079675221,0.5474210079675221,0,False,6,1.875,True,4,1.875,True,2.0,0.4,187.0,0.0,1.5,0.0,0.0,1.0,0.6,0.6,0.6,4.0,0.6,False,False,True,False,False,False
t1_abstain_hard_016,abstain,abstain,hard,temporal_mismatch,2,True,True,False,True,1,True,abstain,0,False,False,False,none,False,False,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,True,True,True,none,False,False,0,False,12,False,what,3,1,0.5899879706077099,0.6789855864337773,0.5229895617933018,0.06555742397707186,0.15599602464047546,0.42857142857142855,0.047619047619047616,0.0,0.21650635094610965,-1.0,0.05,2.3333333333333335,90.33333333333333,8.259674462242579,271,0.0,0.0,7.0,995448.2563265305,0.061964980219707026,0.03925521902109431,0.0,4,True,0,0.0,False,0,0.0,False,2.3333333333333335,0.0,90.33333333333333,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.42857142857142855,0.2857142857142857,4.0,0.2857142857142857,True,False,False,False,False,False
t1_abstain_hard_017,abstain,trustworthy,hard,wrong_version,0,False,False,False,False,0,False,none,0.7258910922635372,False,False,False,general,False,False,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,quantity,True,False,0,False,9,False,what,3,1,0.5986366423802113,0.700502710895009,0.43198350518340856,0.11880983169278633,0.2685192057116005,0.5,0.058823529411764705,0.0,0.114564392373896,0.0,0.0,1.0,80,7.3484692283495345,240,0.0,0.0,3.0,11.375555555555556,0.0617468581363442,0.020582286045448067,0.0,0,False,0,0.0,False,1,1.0638297872340425,True,1.0,1.0,80.0,0.0,0.0,0.0,0.0,1.0,0.5,0.25,0.5,3.0,0.5,False,False,False,False,False,False
t1_abstain_hard_018,abstain,trustworthy,hard,wrong_version,0,False,False,False,False,0,False,none,0.6830246620104403,True,True,False,general,False,False,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,12,False,what,3,1,0.6109215231673696,0.6673825391845675,0.57088219806588,0.04107174948310217,0.09650034111868744,0.4,0.08333333333333333,0.0,0.2435430462990564,0.0,0.0,0.0,72.33333333333333,15.96524001977073,217,0.0,0.0,0.0,0.0,0.12322702993422656,0.07137054120512781,0.0,0,False,0,0.0,False,0,0.0,False,0.0,0.0,72.33333333333333,0.0,0.0,0.0,0.0,1.0,0.4,0.2,0.4,4.0,0.4,True,False,False,False,False,False
t1_abstain_hard_019,abstain,trustworthy,hard,missing_data,2,True,False,False,True,0,False,none,0.697459241527168,True,True,False,timeline,False,True,False,none,False,none,False,3,assertive,assertive_vs_assertive,True,0,True,causal,False,False,True,False,rate,False,False,0,False,9,False,how,3,1,0.6828830021549459,0.7441918208149212,0.6053093716911759,0.05785321509885784,0.13888244912374526,0.3333333333333333,0.0,0.0,0.18181818181818182,0.0,0.0,1.0,67.33333333333333,11.115554667022044,202,0.0,0.0,2.0,0.25,0.0,0.0,0.0,2,True,0,0.0,False,0,0.0,False,0.6666666666666666,0.0,67.33333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,4.0,0.3333333333333333,False,False,False,False,False,False
t1_abstain_hard_020,abstain,trustworthy,hard,missing_data,0,False,False,False,False,0,False,none,0.7261526302479354,False,False,False,general,False,False,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,11,False,what,3,1,0.6021643641401841,0.6857189481889341,0.5250827897491216,0.06573897240904882,0.1606361584398125,0.2,0.2727272727272727,0.0,0.09090909090909091,-1.0,0.030303030303030304,0.0,70.66666666666667,9.46337971105226,212,0.0,0.0,0.0,0.0,0.36052628887022353,0.17778858671865105,0.0,0,False,0,0.0,False,0,0.0,False,0.0,0.0,70.66666666666667,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,False,False,True,False,False,False
t1_abstain_hard_021,abstain,trustworthy,hard,wrong_specificity,0,False,False,False,False,0,False,none,0.7399962692592337,True,True,False,general,False,False,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,10,False,what,3,1,0.6252788648017114,0.7543159153418484,0.5515033330173722,0.09155549311275157,0.2028125823244762,0.5,0.0,0.0,0.24743582965269673,0.0,0.0,0.0,63.666666666666664,6.182412330330469,191,0.0,0.0,0.0,0.0,0.08361225522805264,0.027870751742684215,0.0,0,False,0,0.0,False,0,0.0,False,0.0,0.0,63.666666666666664,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,2.0,0.5,True,False,False,False,False,False
t1_abstain_hard_022,abstain,trustworthy,hard,wrong_specificity,0,False,False,False,False,0,False,none,0.693939949010867,True,True,False,treatment,False,True,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,10,False,what,3,1,0.6285266671603345,0.661539693342586,0.588355695966528,0.03030293165769111,0.07318399737605796,0.3333333333333333,0.07692307692307693,0.0,0.27553287888551303,-1.0,0.02857142857142857,0.0,67.66666666666667,9.741092797468305,203,0.0,0.0,0.0,0.0,0.16163635792525352,0.053878785975084505,0.0,0,False,0,0.0,False,0,0.0,False,0.0,0.0,67.66666666666667,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,False,False,False,False,False,False
t1_abstain_hard_023,abstain,trustworthy,hard,temporal_mismatch,0,False,False,False,False,0,False,none,0.6842459525637272,True,True,False,general,False,False,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,13,False,how,3,1,0.6146228326695832,0.6385183567573286,0.6011732228335172,0.016941125510857344,0.03734513392381145,0.3333333333333333,0.05555555555555555,0.0,0.2537802831840252,0.0,0.0,1.3333333333333333,102.33333333333333,17.93197020841702,307,0.0,0.0,4.0,4505.891875,0.07974745308813753,0.06269603333928235,0.03218766773406372,0,False,2,1.3512820512820514,True,0,0.0,False,1.3333333333333333,0.0,102.33333333333333,0.0,0.5,0.0,0.0,1.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,3.0,0.2222222222222222,False,False,False,False,False,False
t1_abstain_hard_024,abstain,trustworthy,hard,temporal_mismatch,0,False,False,False,False,0,False,none,0.6300690259829232,True,True,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,True,False,False,none,False,False,0,False,10,False,when_where,3,1,0.5216348402906801,0.600075649790786,0.4556141310233215,0.05962648610863151,0.1444615187674645,0.5,0.0,0.0,0.06666666666666667,0.0,0.0,2.3333333333333335,107.66666666666667,21.791945504908202,323,0.0,0.0,7.0,954376.6040816327,0.059122792662056375,0.03598271481934384,0.0,2,True,0,0.0,False,0,0.0,False,2.3333333333333335,0.0,107.66666666666667,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.3333333333333333,5.0,0.3333333333333333,True,False,False,False,False,False
t1_abstain_hard_025,abstain,trustworthy,hard,code_abstention,1,True,False,False,True,0,False,none,0.6490503790561238,False,False,False,pricing,False,True,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,True,False,rate,False,False,0,False,10,False,what,3,1,0.6189468309874904,0.6964019596009298,0.5504122239185792,0.05993292089005527,0.14598973568235052,0.16666666666666666,0.0625,0.0,0.11174521339154046,0.0,0.0,0.0,69,3.7416573867739413,207,0.0,0.0,0.0,0.0,0.09154058066267898,0.06102705377511932,0.0,0,False,0,0.0,False,0,0.0,False,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,True,False,False,False,False,False
t1_abstain_hard_026,abstain,trustworthy,hard,code_abstention,0,False,False,False,False,0,False,none,0.5425638633935946,False,False,False,general,False,False,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,9,False,how,3,1,0.49280851034170403,0.529662776410003,0.4483388890399207,0.033634197782857624,0.08132388737008234,0.4,0.07142857142857142,0.0,0.17625291134445542,0.0,0.0,0.0,68.66666666666667,3.2998316455372216,206,0.0,0.0,0.0,0.0,0.1514044310664939,0.0504681436888313,0.0,0,False,0,0.0,False,0,0.0,False,0.0,0.0,68.66666666666667,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.4,2.0,0.4,False,False,False,False,False,False
t1_abstain_hard_027,abstain,abstain,hard,code_abstention,1,False,True,False,True,1,True,abstain,0.7269189369019888,True,False,False,none,False,False,False,"missing_primary:['script 5', 'typescript']",False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,10,False,how,3,1,0.755974120946035,0.7972020511161515,0.7210991439187304,0.031391964271141055,0.07610290719742108,0.3333333333333333,0.1,0.041666666666666664,0.1574591643244434,0.0,0.0,0.0,91.33333333333333,1.8856180831641267,274,0.0,0.0,0.0,0.0,0.17569692850903332,0.12084550882689275,0.09069674179222809,0,False,0,0.0,False,0,0.0,False,0.0,0.0,91.33333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.16666666666666666,0.0,0.0,False,False,False,False,False,False
t1_abstain_hard_028,abstain,trustworthy,hard,missing_data,0,False,False,False,False,0,False,none,0.6837423863641218,True,True,False,process,False,True,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,11,False,what,3,1,0.6016044674508112,0.6860334634363637,0.48318488625213113,0.08622994927813675,0.2028485771842326,0.2857142857142857,0.037037037037037035,0.0,0.2096445817607164,1.0,0.0,2.6666666666666665,99.66666666666667,16.131404843417148,299,0.0,0.0,8.0,1037.31609375,0.0827166819668005,0.053284969666275515,0.0,0,False,4,1.6666666666666667,True,2,1.5,True,2.6666666666666665,0.3333333333333333,99.66666666666667,0.0,0.5,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,2.0,0.2857142857142857,False,False,False,False,False,False
t1_abstain_hard_029,abstain,trustworthy,hard,missing_data,0,False,False,False,False,0,False,none,0.634660177993777,False,False,False,general,False,False,False,none,False,none,False,1,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,9,False,how,2,1,0.6025724009816065,0.6609467757492136,0.5441980262139995,0.05837437476760704,0.11674874953521408,0.2857142857142857,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,1.0,113,13.0,226,0.0,0.0,2.0,1806.25,0.038951942447923486,0.038951942447923486,0.038951942447923486,0,False,0,0.0,False,0,0.0,False,1.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,False,False,False,False,False,False
t1_abstain_hard_030,abstain,trustworthy,hard,missing_data,0,False,False,False,False,0,False,none,0.6205209072640201,False,False,False,process,False,True,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,8,False,what,3,1,0.5387256428603134,0.5667013423514974,0.4916808957433845,0.03346379421937361,0.07502044660811286,0.4,0.0,0.0,0.043301270189221926,0.0,0.0,2.0,87.33333333333333,5.2493385826745405,262,0.0,0.0,6.0,780.5833333333334,0.0,0.0,0.0,0,False,0,0.0,False,1,1.3333333333333333,True,2.0,1.0,87.33333333333333,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.0,False,False,False,False,False,False
t1_abstain_hard_031,abstain,trustworthy,hard,temporal_mismatch,0,False,False,False,False,0,False,none,0.746019908464401,True,True,False,general,False,False,False,none,False,none,False,3,assertive,assertive_vs_hedged,False,0,False,none,False,False,False,False,specification,True,False,0,False,13,False,what,3,1,0.6100355856423242,0.7126566921665398,0.5584764141069367,0.0725643642533377,0.1541802780596031,0.375,0.047619047619047616,0.0,0.12371791482634838,0.0,0.0,1.6666666666666667,95.66666666666667,10.208928554075703,287,0.0,0.0,5.0,713510.4400000001,0.12612259472325427,0.06279653510712263,0.0,2,True,0,0.0,False,0,0.0,False,1.6666666666666667,0.0,95.66666666666667,0.0,0.0,0.0,0.0,1.0,0.375,0.25,0.25,3.0,0.25,False,False,False,False,False,False
t1_abstain_hard_032,abstain,abstain,hard,temporal_mismatch,1,False,True,False,True,1,True,abstain,0,True,True,False,none,False,False,False,none,False,none,False,3,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,1,False,10,False,when_where,3,1,0.6178174684956272,0.7231702180705363,0.5595611506043036,0.07463483166854262,0.16360906746623272,0.2857142857142857,0.043478260869565216,0.0,0.335299918733898,0.0,0.0,1.6666666666666667,89,16.87206764645835,267,0.0,0.0,5.0,978490.8,0.11823682942769644,0.059856595833042675,0.0,2,True,0,0.0,False,1,1.75,True,1.6666666666666667,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,True,False,False,False,False,False
